[2024-11-05 10:15:55] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:04:18] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:04:28] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:04:38] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:04:48] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:04:58] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:05:08] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:05:18] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:05:28] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:05:38] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:05:48] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:05:58] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:06:08] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:06:18] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:06:28] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:06:38] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:06:48] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:06:58] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:07:08] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:07:18] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:07:28] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:07:38] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:07:48] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:07:58] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:08:08] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:08:18] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:08:28] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:08:38] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:08:48] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:08:58] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:09:08] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:09:18] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:09:28] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:09:38] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:09:48] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:09:58] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:10:08] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:10:18] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:10:28] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:10:38] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:10:48] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:10:58] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:11:08] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:11:18] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:11:28] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:11:38] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:11:48] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:11:58] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:12:08] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:12:18] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:12:28] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:12:38] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:12:48] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:12:58] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:13:08] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:13:18] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:13:28] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:13:38] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:13:48] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:13:58] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:14:08] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:14:18] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:14:28] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:14:39] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:14:49] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:14:59] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:15:09] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:15:19] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:15:29] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:15:39] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:15:49] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:15:59] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:16:09] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:16:19] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:16:29] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:16:39] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:16:49] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:16:59] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:17:09] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:17:19] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:17:29] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:17:39] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:17:49] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:17:59] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:18:09] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:18:19] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:18:29] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:18:39] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:18:49] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:18:59] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:19:09] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:19:19] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:19:29] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:19:39] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:19:49] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:19:59] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:20:09] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:20:19] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:20:29] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:20:39] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:20:49] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:20:59] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:21:09] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:21:19] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:21:29] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:21:39] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:21:49] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:21:59] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:22:09] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:22:19] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:22:29] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:22:39] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:22:49] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:22:59] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:23:09] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:23:19] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:23:29] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:23:39] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:23:49] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:23:59] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:24:09] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:24:19] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:24:29] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:24:39] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:24:49] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:24:59] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:25:09] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:25:19] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:25:29] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:25:39] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:25:49] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:25:59] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:26:09] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:26:19] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:26:29] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:26:39] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:26:49] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:26:59] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:27:09] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:27:19] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:27:29] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:27:39] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:27:49] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:27:59] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:28:09] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:28:19] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:28:29] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:28:39] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:28:49] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:28:59] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:29:09] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:29:19] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:29:29] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:29:39] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:29:49] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:29:59] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:30:09] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:30:19] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:30:29] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:30:39] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:30:49] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:30:59] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:31:09] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:31:19] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:31:29] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:31:39] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:31:49] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:31:59] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:32:09] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:32:20] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:32:30] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:32:40] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:32:50] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:33:00] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:33:10] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:33:20] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:33:30] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:33:40] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:33:50] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:34:00] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:34:10] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:34:20] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:34:30] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:34:40] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:34:50] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:35:00] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:35:10] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:35:20] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:35:30] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:35:40] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:35:50] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:36:00] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:36:10] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:36:20] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:36:30] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:36:40] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:36:50] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:37:00] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:37:10] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:37:20] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:37:30] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:37:40] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:37:50] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:38:00] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:38:10] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:38:20] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:38:30] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:38:40] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:38:50] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:39:00] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:39:10] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:39:20] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:39:30] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:39:40] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:39:50] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:40:00] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:40:10] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:40:20] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:40:30] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:40:40] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:40:50] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:41:00] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:41:10] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:41:20] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:41:30] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:41:40] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:41:50] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:42:00] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:42:10] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:42:20] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:42:30] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:42:40] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:42:50] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:43:00] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:43:10] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:43:20] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:43:30] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:43:40] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:43:50] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:44:00] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:44:10] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:44:20] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:44:30] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:44:40] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:44:50] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:45:00] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:45:10] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:45:20] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:45:30] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:45:40] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:45:50] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:46:00] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:46:10] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:46:20] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:46:30] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:46:40] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:46:50] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:47:00] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:47:10] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:47:20] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:47:30] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:47:40] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:47:50] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:48:00] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:48:10] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:48:20] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:48:30] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:48:40] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:48:51] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:49:01] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:49:11] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:49:21] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:49:31] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:49:41] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:49:51] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:50:01] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:50:11] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:50:21] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:50:31] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:50:41] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:50:51] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:51:01] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:51:11] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:51:21] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:51:31] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:51:41] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:51:51] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:52:01] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:52:11] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:52:21] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
[2024-11-05 11:52:31] [INFO] Data Exchange (Byte Stream): EnergySource:solar, power:110.0
